timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2023-01-01T00:00:00Z,2023-01-01T01:00:00+0100,1212.61,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T00:00:00Z,2023-01-01T01:00:00+0100,19.26,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T00:15:00Z,2023-01-01T01:15:00+0100,1199.05,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T00:15:00Z,2023-01-01T01:15:00+0100,19.34,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T00:30:00Z,2023-01-01T01:30:00+0100,1186.26,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T00:30:00Z,2023-01-01T01:30:00+0100,19.19,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T00:45:00Z,2023-01-01T01:45:00+0100,1178.17,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T00:45:00Z,2023-01-01T01:45:00+0100,19.48,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T01:00:00Z,2023-01-01T02:00:00+0100,1185.99,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T01:00:00Z,2023-01-01T02:00:00+0100,19.36,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T01:15:00Z,2023-01-01T02:15:00+0100,1191.56,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T01:15:00Z,2023-01-01T02:15:00+0100,19.12,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T01:30:00Z,2023-01-01T02:30:00+0100,1201.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T01:30:00Z,2023-01-01T02:30:00+0100,19.51,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T01:45:00Z,2023-01-01T02:45:00+0100,1212.53,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T01:45:00Z,2023-01-01T02:45:00+0100,19.19,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T02:00:00Z,2023-01-01T03:00:00+0100,1161.18,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T02:00:00Z,2023-01-01T03:00:00+0100,19.34,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T02:15:00Z,2023-01-01T03:15:00+0100,1185.12,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T02:15:00Z,2023-01-01T03:15:00+0100,19.22,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T02:30:00Z,2023-01-01T03:30:00+0100,1189.09,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T02:30:00Z,2023-01-01T03:30:00+0100,18.91,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T02:45:00Z,2023-01-01T03:45:00+0100,1213.92,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T02:45:00Z,2023-01-01T03:45:00+0100,18.91,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T03:00:00Z,2023-01-01T04:00:00+0100,1229.25,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T03:00:00Z,2023-01-01T04:00:00+0100,18.93,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T03:15:00Z,2023-01-01T04:15:00+0100,1249.61,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T03:15:00Z,2023-01-01T04:15:00+0100,18.91,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T03:30:00Z,2023-01-01T04:30:00+0100,1258.4,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T03:30:00Z,2023-01-01T04:30:00+0100,18.93,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T03:45:00Z,2023-01-01T04:45:00+0100,1258.68,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T03:45:00Z,2023-01-01T04:45:00+0100,18.83,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T04:00:00Z,2023-01-01T05:00:00+0100,1252.7,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T04:00:00Z,2023-01-01T05:00:00+0100,19.05,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T04:15:00Z,2023-01-01T05:15:00+0100,1234.24,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T04:15:00Z,2023-01-01T05:15:00+0100,18.93,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T04:30:00Z,2023-01-01T05:30:00+0100,1248.41,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
2023-01-01T04:30:00Z,2023-01-01T05:30:00+0100,19.05,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:48:04Z
2023-01-01T04:45:00Z,2023-01-01T05:45:00+0100,1264.42,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:48:04Z
